pharmacy_id,name,address,state,postcode,brand,source,latitude,longitude,geocode_source
WATe6d4eb9034,Watsons Bau,"WATSONS BAU, LOT 266 GROUND FLOOR BLOCK A BAU TOWN DISTRICT . 94000 Bau Sarawak i",Sarawak,94000,Watsons,Watsons,1.4169276,110.1549138,full
WAT31f1520e47,Watsons Bandar Baru Keningau,"WATSON'S BANDAR BARU KENINGAU,LOT 142,143A&143,GROUND FLOOR AND FIRST FLOOR,BLOCK NO.H1,BANDAR BARU KENINGAU,PHASE 1B,KM 5 1/2 KENINGAU-TAMBUNAN ROAD, . 89000 Keningau Sabah",Sabah,89000,Watsons,Watsons,5.3568565,116.1752902,full
WATe420799c93,Watsons Bdr Baru Tanah Merah,"WATSONS BDR BARU TANAH MERAH, LOT 4946 & 4947 GF JALAN CEMPAKA MERAH TANAH MERAH . 17500 Tanah Merah Kelantan",Kelantan,17500,Watsons,Watsons,5.776966499999999,102.147232,full
WATe24dcd1e6f,Watsons Bandar Bentara Tumpat,"WATSONS BANDAR BENTARA TUMPAT, NO.15&16 GF JALAN SETIA 3 BANDAR BENTARA TUMPAT . 16200 Tumpat Kelantan",Kelantan,16200,Watsons,Watsons,6.191617900000001,102.1693114,full
WATd87a1a48af,Watsons Bandar Prima Senawang,"WATSON'S BANDAR PRIMA SENAWANG,NO.15&NO.1,GROUND FLOOR,FIRST FLOOR,SECOND FLOOR, JALAN BPS 3,BANDAR PRIMA SENAWANG, . 70450 Seremban N.Sembilan",Negeri Sembilan,70450,Watsons,Watsons,2.7018306,101.981056,full
WAT9e44623239,Watsons Bandar Puteri Puchong 2,"WATSON'S BANDAR PUTERI PUCHONG 2,NO.2-G,GF JALAN PUTERI 2/3,BANDAR PUTERI, . 47100 Puchong Selangor",Selangor,47100,Watsons,Watsons,3.0224844,101.6164524,full
WATd0f9b25cb6,Watsons Bandar Sri Perdana Sandakan,"WATSON'S BANDAR SRI PERDANA,SANDAKAN,LOT 3,4&5,GROUND FLOOR,BLOCK A,BANDAR SRI PERDANA,JALAN AIRPORT,BATU 7, . 90000 Sandakan Sabah",Sabah,90000,Watsons,Watsons,5.8872488,118.0567295,full
WATb6bc0b67d8,Watsons Bdr Tasik Puteri,"WATSONS BDR TASIK PUTERI, 2-G-A&2-G-B GF JALAN 7A/2 TAMAN TASIK PUTERI . 48020 Rawang Selangor",Selangor,48020,Watsons,Watsons,3.2842291,101.4733304,full
WATb992566168,Watsons Beaufort 2,"WATSONS BEAUFORT 2, BLOCK F RIVERPARK HOTEL NEW BEAUFORT JAYA . 89807 Beaufort Sabah",Sabah,89807,Watsons,Watsons,5.344609999999999,115.740095,full
WAT55a1c9b12a,Watsons Beaufort Sabah,"WATSONS BEAUFORT SABAH, LOT 16 GROUND FLOOR BLOCK C NEW BEAUFORT JAYA . 89807 Beaufort Sabah",Sabah,89807,Watsons,Watsons,5.344609999999999,115.740095,full
WAT35951af46d,Watsons Behrang,"WATSONS BEHRANG,NO.12&13,GF JALAN RESIDEN 4,BEHRANG RESIDEN, . 35950 Behrang Perak",Perak,35950,Watsons,Watsons,3.7454492,101.4570404,full
WAT3a8aadb9b2,Watsons Bentong,"WATSONS BENTONG, P-18-1 JALAN CHUI YIN . 28700 Bentong Pahang",Pahang,28700,Watsons,Watsons,3.5248689,101.905617,full
WAT5567b5c87b,Watsons Bentong 2,"WATSONS BENTONG 2,P17-G&P18-G,GF MUTIARAMAS GEMILANG,JALAN TRAS, . 28700 Bentong Pahang",Pahang,28700,Watsons,Watsons,3.5377766,101.9013594,full
WAT1020186719,Watsons Bentong Prima,"WATSON'S BENTONG PRIMA,P13&P14,JALAN PRIMA 4,BENTONG PRIMA, . 28700 Bentong Pahang",Pahang,28700,Watsons,Watsons,3.5142687,101.9136426,full
WATabf25af1b7,Watsons Benut Pontian,"WATSON'S BENUT PONTIAN,NO.9(PTD 6351)&NO.10(PTD 6352),GF,JALAN MUTIARA 2,PUSAT PERNIAGAAN BENUT, . 82200 Pontian Johor",Johor,82200,Watsons,Watsons,1.6498005,103.2594302,full
WAT4a2e886e29,Watsons Bera,"WATSONS BERA, NO 2&6,GROUND FLOOR & 1ST FLOOR,JALAN SENTRAL TRIANG 6,TRIANG SENTRAL . 28300 Triang Pahang",Pahang,28300,Watsons,Watsons,3.2599815,102.4353695,full
WATc69722ae07,Watsons Bercham,"WATSONS BERCHAM, LOT NO. 289 GF JALAN BERCHAM TAMAN DESA KENCANA. 31400 Ipoh Perak",Perak,31400,Watsons,Watsons,4.6305533,101.127124,full
WAT571bc2361e,Watsons Berjaya Megamall,"WATSONS BERJAYA MEGAMALL, LOT G82 GF BERJAYA MEGAMALL JALAN TUN ISMAIL SRI DAGANGAN . 25000. Kuantan Pahang",Pahang,25000,Watsons,Watsons,3.815982899999999,103.3304605,full
WAT5d7657eba2,Watsons Beriayatimes Sq2,"WATSONS BERJAYA TIMES SQ 2, LOTS NO 14& 15 3RD FLOOR BERJAYA TIMES SQUARE NO 1 JALAN IMBI . 55100 Kuala Lumpur Kuala Lumpur",Kuala Lumpur,55100,Watsons,Watsons,3.142518,101.7104,full
WATad65f1a470,Watsons Betong,"WATSONS BETONG, LOT NO.35 & 36 GROUND FLOOR BANDAR BARU BETONG . 95700 Betong Sarawak",Sarawak,95700,Watsons,Watsons,1.4046234,111.5354938,full
WAT15c375ffd9,Watsons Betong Times Square,"WATSONS BETONG TIMES SQUARE, SUBLOT 1&2, LOT 303, GROUND FLOOR, BETONG TOWN DISTRICT, PAYA UDAK, . 95700 Betong Sarawak",Sarawak,95700,Watsons,Watsons,1.408317,111.5271182,full
WAT8a8d285bda,Watsons Bintang Miri Sarawak,"WATSONS BINTANG MIRI SARAWAK, LOT 69-70&PART OF LOT 71,1ST FLOOR BINTANG MEGAMALL,LOT 1657,BLOCK 9,M.C.L.D, JALAN MIRI -PUJUT, 98000 Miri Sarawak",Sarawak,98000,Watsons,Watsons,4.3970478,113.9932847,full
WATc5251c9148,Watsons Bintangor,"WATSONS BINTANGOR, LOT 131 (3) GROUND FLOOR BINTANGOR TOWN DISTRICT JALAN KELUPU . 96500 Bintangor Sarawak",Sarawak,96500,Watsons,Watsons,2.1698677,111.6352751,full
WATf9550fff1b,Watsons Bintulu Terminal,"WATSON'S BINTULU TERMINAL,G-18,GF,LOT 8252,BUS TERMINAL BINTULU,JALAN TG KIDURONG, . 97000 Bintulu Sarawak",Sarawak,97000,Watsons,Watsons,3.2017566,113.0598862,full
WATe8261a2d9a,Watsons Bkt Baru Melaka,"WATSONS BKT BARU MELAKA, NO.28 GF JALAN PNBBU 3. PUSAT NIAGA BUKIT BARU UTAMA . 75150 Bukit Baru Melaka",Melaka,75150,Watsons,Watsons,2.2164215,102.2708903,full
WAT6be75027b7,Watsons Bmc Mall,"WATSONS BMC MALL, LOT G26 GF BMC MALL JALAN TEMENGGUNG 21/9 BANDAR MAHKOTA CHERAS . 43200 Kuala Lumpur Kuala Lumpur",Kuala Lumpur,43200,Watsons,Watsons,3.0549667,101.7874282,full
WAT13d2851af7,Watsons Botanica Balik Pulau Plot No,"WATSONS BOTANICA BALIK PULAU, PLOT NO.8&9 GF BOTANICA CT CENTRE JALAN SG.AIR PUTIH BANDAR BARU. AIR PUTIH . 11000 Balik Pulau Pulau Pinang",Pulau Pinang,11000,Watsons,Watsons,5.3722699,100.2186817,full
WAT1a80e8bb9f,Watsons Boulevard Bintulu,"WATSONS BOULEVARD BINTULU, LOT G-7AG-8 GF BOULEVARD SHOPPING MALL BINTULU JALAN TANJUNG BATU . 97000 Bintulu Sarawak",Sarawak,97000,Watsons,Watsons,3.2006968,113.047498,full
WAT8b5c1043a8,Watsons Boulevard Mall Kuching,"WATSONS BOULEVARD MALL KUCHING, LOT G-B-6 & G-B-7A GROUND FLOOR BOULEVARD MALL . 93250 Kuching Sarawak",Sarawak,93250,Watsons,Watsons,1.5099933,110.3362187,full
WATead1760d8b,Watsons Boulevard Mall Miri,"WATSONS BOULEVARD MALL MIRI, LOT UGF1.8 & 1.8A(UPPER GRD FLR) BOULEVARD SHPG MALL . 98000 Miri Sarawak",Sarawak,98000,Watsons,Watsons,4.4153512,114.0131126,full
WAT471830010f,Watsons Bukit Bakri,"WATSONS BUKIT BAKRI, LOT 11 & LOT 13 GF JALAN SINAR BAKRI 1 PUSAT PERNIAGAAN SINAR BAKRI BUKIT BAKRI . 84200 Muar Johor",Johor,84200,Watsons,Watsons,2.0405568,102.656505,full
WATbd96f6bf4a,Watsons Bukit Gambir,"WATSON'S BUKIT GAMBIR,NO.11,GF,JALAN GAMBIR 5A,BANDAR BARU BUKIT GAMBIR . 84800 Bukit Gambir Johor",Johor,84800,Watsons,Watsons,2.213010300000001,102.6511598,full
WAT4d23658320,Watsons Bukit Indah Skudai,"WATSONS BUKIT INDAH SKUDAI, LOT 26-G GF JALAN BESTARI 2/2 TAMAN NUSA BESTARI 2 . 81300 Iskandar Puteri Johor",Johor,81300,Watsons,Watsons,1.4812783,103.665172,full
WATc51aa4684a,Watsons Bukit Jelutong,"WATSONS BUKIT JELUTONG, NO.9 GF JALAN PELAPIK U8/8 BUKIT JELUTONG . 40150 Shah Alam Selangor",Selangor,40150,Watsons,Watsons,3.1149756,101.5270869,full
WAT5ebe4bda90,Watsons Bukit Sentosa Rawang,"WATSONS BUKIT SENTOSA RAWANG, NO.2 GF JALAN ORKID 1G/3 SEKSYEN BS 1 BUKIT SENTOSA . 48300 Rawang Selangor",Selangor,48300,Watsons,Watsons,3.401771,101.5605949,full
WATc6f96b7333,Watsons Bukit Tinggi 2,"WATSON'S BUKIT TINGGI 2,NO.11&13,GROUND FLOOR,LORONG BATU NILAM 21B,BANDAR BUKIT TINGGI 2, . 41200 Klang Selangor",Selangor,41200,Watsons,Watsons,2.9983806,101.441881,full
WATf8d124742b,Watsons Bukit Tinggi Klang,"WATSONS BUKIT TINGGI KLANG, NO 72A 76 & 78 GROUND. FLOOR JALAN LORONG BATU NILAM 4B BANDAR BUKIT TINGGI . 41200 Klang Selangor",Selangor,41200,Watsons,Watsons,3.00726,101.4369014,full
WAT4aa60b8c14,Watsons Burmah Road,"WATSONS BURMAH ROAD, NO.403 GROUND & FIRST FLOOR BURMAH ROAD . 10350 Georgetown Pulau Pinang",Pulau Pinang,10350,Watsons,Watsons,5.4318127,100.3110785,full
WATeea4e9bb6f,Watsons C-Martiitra,"WATSONS C-MART JITRA, LOT15 GROUND FLOOR C-MART JITRA LOT 21 KWS PERUSAHAAN BANDAR DARUL AMAN JITRA . 06000 Jitra Kedah",Kedah,6000,Watsons,Watsons,6.2529906,100.4295541,full
WAT5e8709e481,Watsons C-Mart Nibong Tebal,"WATSONS C-MART NIBONG TEBAL, LOT G68 G69 G70 G71 G728G73 JALAN INDUSTRI CENDERAWASIH 1 KOMPLEKS INDUSTRI CENDERAWASIH . 14300 Nibong Tebal Pulau Pinang",Pulau Pinang,14300,Watsons,Watsons,5.178762499999999,100.4816171,full
WAT893315ae81,Watsons C180,"WATSONS C180, NO 1-G GF JALAN C180/2 DATARAN C180 BATU 11. 43200 Cheras Kuala Lumpur",Kuala Lumpur,43200,Watsons,Watsons,3.0360255,101.7661282,full
WATf79f0773a7,Watsons Caltex Batang Kali,"WATSONS CALTEX BATANG KALI, H.S(D) 52801 PT9610 MUKIM BATANG KALI . 44200 Ulu Selangor Selangor",Selangor,44200,Watsons,Watsons,3.4524626,101.66414,full
WAT954bcd76c7,Watsons Caltex Bestari Jaya,"WATSON'S CALTEX BESTARI JAYA,LOT 2,PT7490,GROUND FLOOR,SEKSYEN 2,JALAN RAWANG,PEKAN BESTARI JAYA, . 45000 Bestari Jaya Selangor",Selangor,45000,Watsons,Watsons,3.3805736,101.4131343,full
WATfc309c4098,Watsons Caltex Bukit Raja,"WATSON'S CALTEX BUKIT RAJA,LOT 53237 SUBLOT 1,GROUND FLOOR,PERSIARAN BATU BELAH,BANDAR BUKIT TINGGI, . 41050 Klang Selangor",Selangor,41050,Watsons,Watsons,3.0883509,101.4329068,full
WAT8a332cd108,Watsons Caltex Eco Ardence,"WATSON'S CALTEX ECO ARDENCE,NO.2,(SEBAHAGIAN LOT PT39738), JALAN ECO ARDENCE U12/36,SEKSYEN U12, . 40170 Shah Alam Selangor",Selangor,40170,Watsons,Watsons,3.0898909,101.4774463,full
WAT4db75dd205,Watsons Caltex Eco Grandeur,"WATSONS CALTEX ECO GRANDEUR, PT 42663 PERSIARAN PUNCAK ALAM 6 ECO GRANDEUR . 42300 Puncak Alam Selangor",Selangor,42300,Watsons,Watsons,3.2310457,101.4504165,full
WAT8271d2f69c,Watsons Caltex Klang,"WATSONS CALTEX KLANG, LOT G&H CALTEX BANDAR PUTERI KLANG LOT 133826 LEBUH SANGGUL 1/KS7 BANDAR PUTERI . 41200 Klang Selangor",Selangor,41200,Watsons,Watsons,2.9885474,101.4658231,full
WAT17d1ab057d,Watsons Caltex Kota Masai,"WATSONS CALTEX KOTA MASAI, LOT PT 128740-A JALAN KONG KONG . 81700 Kota Masai Johor",Johor,81700,Watsons,Watsons,1.4931549,103.9191892,full
WATc3b65de6b5,Watsons Caltex Lebuh Spa,"WATSONS CALTEX LEBUH SPA, LOT 11723C JALAN PEI TAMAN PAYA EMAS TANJUNG MINYAK . 76450 Melaka Tengah Melaka",Melaka,76450,Watsons,Watsons,2.2854324,102.2043397,full
WAT4e0017a08e,Watsons Caltex Pch Permai,"WATSONS CALTEX PUCHONG PERMAI, RUANG NIAGA 283 CALTEX STATION LOT 32427 PERSIARAN PUCHONG PERDANA TAMAN PUCHONG PERMAI . 47150 Puchong Selangor",Selangor,47150,Watsons,Watsons,3.0084145,101.5988723,full
WAT570e4e5bce,Watsons Caltex S2 Heights,"WATSON'S CALTEX S2 HEIGHTS,SHOP 2,CALTEX S2 HEIGHTS,PT27159 JLN RIMBUN INDAH 2,SEREMBAN 2 HEIGHTS, . 70300 Seremban N.Sembilan",Negeri Sembilan,70300,Watsons,Watsons,2.711788,101.8891085,full
WATbb618e9b55,Watsons Caltex Temiang,"WATSON'S CALTEX TEMIANG,LOT NO.40766 PERSIARAN SRI PULAI 2, . 70400 Seremban N.Sembilan",Negeri Sembilan,70400,Watsons,Watsons,2.7484727,101.9430971,full
WAT43af060414,Watsons Caltex Ulu Tiram,"WATSONS CALTEX ULU TIRAM, LOT M NO.2 JALAN BELADAU 31 TAMAN PUTERI WANGSA . 81800 Ulu Tiram Johor",Johor,81800,Watsons,Watsons,1.5907793,103.80192,full
WAT50c82c7d30,Watsons Caltex Ulu Yam,"WATSON'S CALTEX ULU YAM,LOT 3972,JALAN PERSEKUTUAN 4,BATU 30 HULU YAM, . 44300 Ulu Selangor Selangor",Selangor,44300,Watsons,Watsons,3.4390303,101.6317186,full
WATf05d303dcb,Watsons Cameron Centrum,"WATSONS CAMERON CENTRUM, LOT A-G-6 & A-G-7 GF PRESINT 1 CAMERON CENTRUM . 39100 Brinchang Pahang",Pahang,39100,Watsons,Watsons,4.49105,101.3885071,full
WAT7c14d5f47d,Watsons Cameron Square,"WATSONS CAMERON SQUARE, LOT G01 G02 & GO3 GROUND. FLOOR CAMERON SQUARE JALAN ARANDA NOVA . 39100, Brinchang Pahang",Pahang,39100,Watsons,Watsons,4.5080561,101.4077038,full
WATda36d61205,Watsons Cenang Mall Langkawi,"WATSON'S CENANG MALL LANGKAWI,GF17,GF21,GF22 AND GF23,GF,CENANG MALL,LOT 2605,JALAN PANTAI CENANG,MUKIM KEDAWANG, . 07000 Langkawi Kedah",Kedah,7000,Watsons,Watsons,6.2907234,99.7278025,full
WAT4361ec4e0e,Watsons Cengal Jaya Mall,"WATSON'S CENGAL JAYA MALL,G13,614&G615,GROUND FLOOR,NO.1,JALAN PPC 3,PUSAT PERNIAGAAN CENGAL, . 08000 Sungai Petani Kedah",Kedah,8000,Watsons,Watsons,5.6315596,100.5133722,full
WAT0e6446de27,Watsons Central I-City,"WATSONS CENTRAL I-CITY, LOT LG44,LG45,LG55 & LG56 LGF CENTRAL I-CITY, PERSIARAN MULTIMEDIA, SEKSYEN 7, . 40000 Shah Alam Selangor",Selangor,40000,Watsons,Watsons,3.0624082,101.4817408,full
WAT9b39d9b5c2,Watsons Central I-City Pink,"WATSONS CENTRAL I-CITY PINK, G-54, G-55, G-56, GROUND FLOOR, CENTRAL I-CITY PERSIARAN MULTIMEDIA, SEKSYEN 7 40000, SHAH ALAM, SELANGOR . 40000 Shah Alam Selangor",Selangor,40000,Watsons,Watsons,3.0624082,101.4817408,full
WAT88a3f22f52,Watsons Central Square Sungai Petani,"WATSONS CENTRAL SQUARE SUNGAI PETANI, LOT GF11-GF13, NO 23 JLN KAMPUNG BARU . 08000 Sungai Petani Kedah",Kedah,8000,Watsons,Watsons,5.6363704,100.4881218,full
WAT72a0933fa9,Watsons Centre Point Kk,"WATSONS CENTRE POINT KK, LOT NO G75A-A GROUND FLOOR CENTRE POINT NO.1 JALAN CENTREPOINT . 88000 Kota Kinabalu Sabah",Sabah,88000,Watsons,Watsons,5.9786328,116.0721898,full
WAT7626d2dfca,Watsons Centrepoint Seremban,"WATSONS CENTREPOINT SEREMBAN, LOT G-05 GROUND FLOOR GATEWAY CENTRE POINT SEREMBAN JALAN DATO. SIAMANG GAGAP, . 70100 Seremban N.Sembilan",Negeri Sembilan,70100,Watsons,Watsons,2.7228482,101.9550521,full
WAT48942cbe24,Watsons Centrio Square Seremban,"WATSON'S CENTRIO SQUARE SEREMBAN,NO.76,GROUND FLOOR,JALAN S2 B21,PUSAT DAGANGAN SEREMBAN 2 (CENTRIO), . 70300 Seremban N.Sembilan",Negeri Sembilan,70300,Watsons,Watsons,2.6925993,101.9038401,full
WAT81a1a337c5,Watsons Cheras Leisure Mall,"WATSONS CHERAS LEISURE MALL, UNIT L1-33 CHERAS. LEISURE MALL TAMAN SEGAR BATU 6 % JALAN CHERAS . 56100 Cheras Kuala Lumpur",Kuala Lumpur,56100,Watsons,Watsons,3.0908159,101.742853,full
WAT0617111cf6,Watsons Cheras Traders Square,"WATSONS CHERAS TRADERS SQUARE, NO.142-G & NO.143-G, JALAN DATARAN CHERAS 9, DATARAN PERNIAGAAN CHERAS, . 43200 Balakong Selangor",Selangor,43200,Watsons,Watsons,3.034732,101.764507,full
WATe3f03d2670,Watsons Chukai,"WATSONS CHUKAI, K547 JALAN SULAIMAN BANDAR CHUKAI . 24000 Kemaman Terengganu",Terengganu,24000,Watsons,Watsons,4.2341437,103.4223462,full
WAT85ff411663,Watsons Chukai 2,"WATSONS CHUKAI 2, PT 11294 GF JALAN KUBANG KURUS. TAMAN CHUKAI UTAMA . 24000 Kemaman Terengganu",Terengganu,24000,Watsons,Watsons,4.220766,103.4201085,full
WAT5fcb6bf87c,Watsons Citta Mall,"WATSONS CITTA MALL, UNIT NO G21 & G-22,GROUND FLOOR CITTA MALL NO.1 JALAN PIU 14/48 PUSAT PERDAGANGAN DANA 1. 47301 Petaling Jaya Selangor",Selangor,47301,Watsons,Watsons,3.1127678,101.580565,full
WATb7704a0496,Watsons City Mall Kk,"WATSONS CITY MALL KK,M-1-1 & M-1-2,LEVEL 1,BLOCK D,CITY MALL,LORONG CITY MALL,JALAN LINTAS, . 88300 Kota Kinabalu Sabah",Sabah,88300,Watsons,Watsons,5.961265399999999,116.0973871,full
WAT93c85ebd41,Watsons City One Kuching,"WATSONS CITY ONE KUCHING, LOT G25 G26 G27 & G28 GROUND FLOOR CITY ONE MEGAMALL 1 JALAN SONG . 93350 Kuching Sarawak",Sarawak,93350,Watsons,Watsons,1.5202983,110.3545794,full
WAT845725438d,Watsons City Square,"WATSONS CITY SQUARE, LOT M2-06 - M2-11 LEVEL 2 JALAN WONG AH FOOK CITY SQUARE . 80000 Johor Bahru Johor",Johor,80000,Watsons,Watsons,1.4613722,103.7638617,full
WATc1af6b0f44,Watsons Convent Alor Setar,"WATSON'S CONVENT ALOR SETAR,NO.S108S11,LOT 92,JALAN ISTANA KUNING, . 05000 Alor Setar Kedah",Kedah,5000,Watsons,Watsons,6.124759699999999,100.3682213,full
WAT0da07d1122,Watsons Kota Puteri,"WATSON'S KOTA PUTERI,NO.2&NO.6,GROUND FLOOR,JALAN JAYA PUTRA 7/8,BANDAR JAYA PUTRA, . 81100 Johor Bahru Johor",Johor,81100,Watsons,Watsons,1.5792294,103.7718249,full
WATf644d84304,Watsons Cssanei,"WATSONS CS BANGI, LO22A L022 L023 & L024 GF PASARAYA CS BANGI AVENUE NO.1 PERSIARAN BANG! AVENUE TAMAN BANGI AVENUE KAJANG . 43000 Kajang Selangor",Selangor,43000,Watsons,Watsons,2.9025941,101.7891663,full
WAT432ced0418,Watsons Caltex Legenda Heights,"WATSONS CALTEX LEGENDA HEIGHTS,NO.301,JALAN LEGENDA 1,LEGENDA HEIGHTS, . 08000 Sungai Petani Kedah",Kedah,8000,Watsons,Watsons,5.66442,100.503516,full
WAT52c8eefdee,Watsons Caltex Persiaran Mokhtar Dahari,"WATSONS CALTEX PERSIARAN MOKHTAR DAHARI,NO.2 JALAN KELIP-KELIP U15/57,DESA TROPIKA,SEKSYEN U15 . 40170. Shah Alam Selangor",Selangor,40170,Watsons,Watsons,3.1687134,101.470286,full
WAT5a54e220fe,Watsons D Mall Seri Iskandar,"WATSONS D MALL SERI ISKANDAR, LOT GF-O05 GROUND FLOOR D MALL SERI ISKANDAR LEBOH SIBC . 32610 Bandar Seri Iskandar Perak",Perak,32610,Watsons,Watsons,4.3551685,100.9701667,full
WATb42002b91c,Watsons D Pulze Cybejaya,"WATSONS D PULZE CYBEJAYA, LOT UG-07 UPPER GROUND FLOOR D PULZE CYBERJAYA LOT 47594 MUKIM DENGKIL . 63000 Cyberjaya Selangor",Selangor,63000,Watsons,Watsons,2.922416,101.6514848,full
WAT4863776d4f,Watsons D'Garden B.Pahat,"WATSONS D'GARDEN B.PAHAT, NO.4 (GF) & PART OF NO 5(GF) JALAN DESA BOTANI 2 TAMAN DESA BOTANI . 83000 Batu Pahat Johor",Johor,83000,Watsons,Watsons,1.8676802,102.9332831,full
WATeccc44c3e9,Watsons Damai Perdana,"WATSON'S DAMAI PERDANA,NO.12&12A,GF JALAN DAMAI PERDANA 1/9A, . 43200 Cheras Kuala Lumpur",Kuala Lumpur,43200,Watsons,Watsons,3.0461177,101.7393563,full
WAT025f510b80,Watsons Damai Point,"WATSONS DAMAI POINT, LOT 3 GRD FLR BLOCK A DAMAI POINT LUYANG . 88300 Kota Kinabalu Sabah",Sabah,88300,Watsons,Watsons,5.9618448,116.0900683,full
WAT2a63c6608a,Watsons Damansara Aliff Skudai,"WATSON'S DAMANSARA ALIFF,SKUDAI,NO.32,GROUND FLOOR,JALAN ALIFF 5,TAMAN DAMANSARA ALIFF, . 81200 Johor Bahru Johor",Johor,81200,Watsons,Watsons,1.5116509,103.7214548,full
WAT2eded50daf,Watsons Damansara City Mall,"WATSONS DAMANSARA CITY MALL, LOT NO. GO3 GROUND FLOOR DC MALL PLAZA DC DAMANSARA CITY 6 JALAN DAMANLELA . 50490 Kuala Lumpur Kuala Lumpur",Kuala Lumpur,50490,Watsons,Watsons,3.1470246,101.6605412,full
WATae9f2571b2,Watsons Damansara Perdana,"WATSON'S DAMANSARA PERDANA,NO.16818,GF JALAN PIU. 8/5G,DAMANSARA PERDANA, . 47820 Petaling Jaya Selangor",Selangor,47820,Watsons,Watsons,3.1694233,101.6086725,full
WAT6a69b36733,Watsons Danau Desa,"WATSONS DANAU DESA, E68 UNIT 2 PLAZA DANAU 2 DANAU BUSINESS CTR TMN DANAU DESA.. 58100 Kuala Lumpur Kuala Lumpur",Kuala Lumpur,58100,Watsons,Watsons,3.0996638,101.6870758,full
WATa88beb4427,Watsons Darvel Bay Lahad Datu,"WATSONS DARVEL BAY LAHAD DATU, LOT NO 8 & 9 GROUND FLOOR DARVEL BAY FINANCIAL CENTRE . 91100 Lahad Datu Sabah",Sabah,91100,Watsons,Watsons,5.0213803,118.3269636,full
WATb0345a4364,Watsons Dataran Jelatek,"WATSONS DATARAN JELATEK, LOT GO3&G04 GF DATARAN JELATEK JALAN JELATEK SETIAWANGSA . 54200 Ampang Kuala Lumpur",Kuala Lumpur,54200,Watsons,Watsons,3.1751842,101.7348267,full
WAT5be979962a,Watsons Dataran Pahlawan,"WATSONS DATARAN PAHLAWAN, LOT FG-13 & FG-13A. GROUND FLOOR DATARAN PAHLAWAN MELAKA MEGAMALL . 75000 Bandar Hilir Melaka",Melaka,75000,Watsons,Watsons,2.1902578,102.2496804,full
WAT168e46601f,Watsons Dataran Pahlawan Two,"WATSONS DATARAN PAHLAWAN TWO, LOT G-088 & GO89 GROUND FLOOR DATARAN PAHLAWAN MELAKA MEGAMALL JALAN MERDEKA . 75000 Bandar Hilir Melaka",Melaka,75000,Watsons,Watsons,2.1902578,102.2496804,full
WAT69a32209e1,Watsons Dataran Sunway,"WATSONS DATARAN SUNWAY, NO.9 JALAN PJUS/9 DTARAN SUNWAY KOTA DAMANSAR . 47810 Petaling Jaya Selangor",Selangor,47810,Watsons,Watsons,3.1509531,101.5927518,full
WAT71e737f919,Watsons Dataran Templer,"WATSONS DATARAN TEMPLER, NO.41 GF JALAN 2/16 BANDAR BARU SELAYANG BATU CAVES . 68100 Batu Caves Selangor",Selangor,68100,Watsons,Watsons,3.2568147,101.6568573,full
WATf04ceba2a5,Watsons De Centrum,"WATSONS DE CENTRUM, LOT A-LG-16 & A-LG-17 LOWER. GROUND FLOOR DE CENTRUM MALL JALAN IKRAM UNITEN . 43000 Kajang Selangor",Selangor,43000,Watsons,Watsons,2.9791128,101.7381987,full
WAT57c30af0cd,Watsons Delta Mall,"WATSONS DELTA MALL, LOT NO25-29 UPPER GROUND FLOOR DELTA MALL LOT 2831 JALAN PEDADA . 96000 Sibu Sarawak",Sarawak,96000,Watsons,Watsons,2.3119321,111.8466905,full
WATac5f41bb7a,Watsons Denai Alam,"WATSONS DENAI ALAM, NO.E1-2-21 GF NO.2 JALAN ELEKTRON F U16/F SEKSYEN U16 DENAI ALAM . 40170 Shah Alam Selangor",Selangor,40170,Watsons,Watsons,3.1618245,101.5136062,full
WATfda19a3805,Watsons Desaaman Puri,"WATSONS DESA AMAN PURI, DESA AMAN PURI (M168) NO 2- 26(GROUND) BLOCK G JALAN DESA 1/1 DESA AMAN PURI KEPONG . 52100 Kuala Lumpur Kuala Lumpur",Kuala Lumpur,52100,Watsons,Watsons,3.2109804,101.6163483,full
WAT4cbe62a318,Watsons Desa Cempaka,"WATSONS DESA CEMPAKA, LOT PT 11376 (GRD) JALAN BBN 6/2B DESA CEMPAKA BANDAR BARU NILAI . 71800 Nilai N.Sembilan",Negeri Sembilan,71800,Watsons,Watsons,2.8031093,101.7692199,full
WATd1b2f7b709,Watsons Desa Pandan,"WATSONS DESA PANDAN, 10 JALAN 1/76D DESA PANDAN OFF KG PANDAN . 55100 Ampang Kuala Lumpur",Kuala Lumpur,55100,Watsons,Watsons,3.1465927,101.7395579,full
WATf3d32ae3a4,Watsons Desa Parkcity,"WATSONS DESA PARKCITY, LOT GF-30 GROUND FLOOR THE WATERFRONT @ PARKCITY NO. 5 PERSIARAN RESIDEN DESA PARKCITY . 52200 Kuala Lumpur Kuala Lumpur",Kuala Lumpur,52200,Watsons,Watsons,3.1869487,101.6277335,full
WATd64633a3a5,Watsons Desa Setapak,"WATSONS DESA SETAPAK, NO.12 (GROUND) JALAN 1/27B TAMAN DESA SETAPAK . 53300 Setapak Kuala Lumpur",Kuala Lumpur,53300,Watsons,Watsons,3.2061276,101.7339939,full
