pharmacy_id,name,address,latitude,longitude,source
ChIJ1SqGg_QL2jERv-X6jNxDnJI,UCON Pharmacy,"No.109 (Ground floor), Jalan Suria, 2, Pusat Komersial Suria (68 Avenue, Taman Nusa Perintis, 81550 Gelang Patah, Johor Darul Ta'zim, Malaysia",1.4534589999999998,103.5989534,google_places
ChIJ8aVKIgAV2jERIl5dtTVw66M,Unity,"88 Punggol Way, #01-114/115 Punggol Coast Mall, Singapore 829913",1.4150588,103.9095423,google_places
ChIJR2vSQQAV2jERs03vcY5-ecg,Unity,"98 Punggol Way, #02-217 Punggol Coast Mall, Singapore 829857",1.4148443,103.9128797,google_places
ChIJjzOS3QYW2jERUJbcYyV8yKI,Unity,"681 Punggol Oasis Terrace, B1-01, Singapore 820681",1.3984457,103.9072046,google_places
ChIJM_3DwfgV2jERp0tEExMnasw,Unity Waterway Point,"83 Punggol Central, #B2 - 26, Singapore 828761",1.4066124,103.9021102,google_places
ChIJlfk9xUx42jERrwHNOJ1BV2w,V Pro Pharmacy Kulai,"156, Jln Berjasa 7, Taman Timur, 81000 Kulai, Johor Darul Ta'zim, Malaysia",1.6544183,103.5892407,google_places
ChIJlb9O83P30DERv2BFvMZRPfA,WELLMART PHARMACY (SENGGARANG),"187, Jalan Ismail, Kampung Bahru, 83200 Senggarang, Johor Darul Ta'zim, Malaysia",1.7491532,103.0497367,google_places
ChIJsXAFPz5h2jERXNsfsB1caJI,Wakaf Park & Take Farmasi,"Hospital, Bandar Kota Tinggi, 81900 Kota Tinggi, Johor Darul Ta'zim, Malaysia",1.7363347,103.8981663,google_places
ChIJ5z_sjW5v2jERzTKsOKsgBt4,Well Pharmacy Austin Crest,"47, Jalan Jaya Putra 7/6, Bandar Jaya Putra Johor Bahru, Taman JP Perdana, 81100 Johor, Johor Darul Ta'zim, Malaysia",1.5792647,103.7679969,google_places
ChIJZXiY7ftz2jER0M1c2t-XYRo,Well Pharmacy Bukit Indah,"36, Jalan Indah 8/15, Taman Bukit Indah, 79100 Iskandar Puteri, Johor Darul Ta'zim, Malaysia",1.4781088999999998,103.6502414,google_places
ChIJifpzYlwL2jERA2JFFXbbWUE,Well Pharmacy Eco Botanic,"36, Jalan Eko Botani 3/2, Taman Eko Botani, 79100 Iskandar Puteri, Johor Darul Ta'zim, Malaysia",1.4401884,103.6188709,google_places
ChIJ26xuwFsL2jERnjkVHpApm5I,Well Pharmacy Gelang Patah,"08-01, 6, Jln Nusaria 11, Taman Nusantara, 79200 Iskandar Puteri, Johor Darul Ta'zim, Malaysia",1.4595992,103.5842048,google_places
ChIJh3y1JOl52jER5fy1GEVSoHs,Well Pharmacy Indahpura,"Pusat Komersial Indah, 294A, Jln Kiambang 11, Bandar Indahpura, 81000 Kulai, Johor Darul Ta'zim, Malaysia",1.6422948,103.6037098,google_places
ChIJ7ZLiZnlz2jEROkQqFHTNM00,Well Pharmacy Mutiara Rini,"93, Jalan Utama 34 Taman Mutiara Rini Skudai, Mutiara Rini, 81300 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5228582,103.6356712,google_places
ChIJU5pNL8lZ0DER_l0rOO_JZ8k,Wellmart Pharmacy ( Pura Kencana ),"40, JALAN KENCANA 1A/1 Taman, Sri Gading, 83300 Sri Gading, Johor Darul Ta'zim, Malaysia",1.8540346,103.0244764,google_places
ChIJx76Mejpt2jERtqrZwR1z6H4,YOU PHARMACY @TAMAN ABAD (CENTURY GARDEN),"185, Jalan Harimau, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4871093,103.7600462,google_places
ChIJZR6ZQupt0DERoek844LuXgs,Z2HERO PHARMACY,"72, JALAN UTAMA 4, BANDAR PRIMER, 86000 Kluang, Johor Darul Ta'zim, Malaysia",2.0200757,103.2888932,google_places
